name,ade1s,ade2s,ade3s,avgade
56,2.322077879448189,3.846108578004112,5.087443185618937,3.751876547690413
57,1.0028535372606733,5.0841497011726595,5.065430882899732,3.7174780404443553
58,3.1122499652746485,3.932287537679231,6.029976131569586,4.358171211507822
59,3.4985021961068603,3.4985501378145343,5.830864003840309,4.275972112587234
60,1.2143704928440703e-06,1.4888658076709899e-06,1.6116694381723992e-06,1.4383019128958197e-06
61,2.0352392219424793,1.733535610080341,2.734263288588918,2.1676793735372457
62,0.9298085548363961,3.4406947884921695,3.1160166486821845,2.4955066640035835
63,2.483310893139235,2.8120912317506037,4.055708066442746,3.1170367304441946
64,0.9503073841759992,2.830847508430342,2.708458164654739,2.1632043524203604
65,1.6195072312133818,5.276373386152548,6.3127235988928065,4.402868072086245
66,0.8451286388454424,1.1848867591556538,1.7857612407139243,1.27192554623834
67,2.2479589597696172,3.6381629648089584,5.045508643856314,3.6438768561449635
68,2.660852290908038,2.3576111458465228,3.7396087829370894,2.919357406563883
69,1.6867951171964397,5.379257751247683,6.505676054128671,4.523909640857598
70,1.5489123984798998,3.505406483101992,4.183984120655519,3.0794343340791372
71,1.403144005193789,2.1660698391422253,2.671939383406484,2.080384409247499
72,0.39994910196963257,0.4293947724326119,0.7162236063396646,0.515189160247303
73,3.3448662008254444,3.2053215811474915,5.013945256402528,3.854711012791821
74,1.533591912446369,3.4140797420304403,4.872568655102957,3.273413436526589
75,0.8685464303957933,4.206833581656471,3.99384521555818,3.023075075870148
76,1.2324154354193637,2.4093828661743757,2.817065843029236,2.152954714874325
92,0.6812417640002931,3.0740453940262813,2.5822137254274375,2.1125002944846707
93,1.0181586659256143,5.407823714514026,6.293084962771554,4.239689114403731
94,1.5124837565068543,2.323418568694646,2.4078748521532702,2.0812590591182567
95,8.975463143341818e-07,1.0711796066044992e-06,1.1758117996657067e-06,1.0481792402014624e-06
96,1.4181090813690833,5.5339121824871995,6.0941448452639335,4.348722036373405
97,1.6815639201231671,3.260589721465921,4.764920366023457,3.2356913358708486
98,1.1083924981253739,4.351582454876582,3.7403018071354817,3.0667589200458125
99,2.324239177242614,4.596733945422024,5.916859143570754,4.279277422078464
99,2.2795769699747037,4.856350465794719,6.384484166394917,4.506803867388114
100,289710.9306208135,229685.30562429098,211556.33959864607,243650.8586145835
101,2.265492474806736,5.114066829975211,6.88027877168493,4.753279358822293
102,1.8668717724883415,5.660779541773404,7.137503697381137,4.888385003880961
103,3.4108169176956067,4.258241567670402,6.2804149132665845,4.649824466210864
104,2.042812654295497,5.75458449867238,6.852357994627587,4.883251715865154
105,2.141402019395098,2.7178837222228416,3.262402152390897,2.7072292980029453
106,0.6090130206746938,3.170277715947298,3.0564482816384477,2.2785796727534797
107,1.031373390462408,4.193809267972021,4.308245401591775,3.177809353342068
108,219.47374196142684,168.49907063721722,184.0788138218029,190.68387547348232
109,1.2967028318560678,2.885559812610178,3.6271397892318715,2.603134144566039
110,0.7997754542032087,4.29938383462347,3.7564265399495467,2.951861942925408
120,1.406319183105787,2.6418573481270453,3.4570102159856533,2.5017289157394953
121,1.2078086679174584,4.618985190781522,4.455230251279447,3.4273413699928086
122,3.0785991152752534,3.018002715587965,4.8917967861061085,3.6627995389897756
123,1.694839358391636,4.384672064164944,5.357326176735545,3.812279199764042
124,1.9639645860345496,4.621632828835041,4.563041254329664,3.7162128897330846
125,2.2926903348547416,3.3796171112134497,3.7767522798385222,3.1496865753022383
126,2.0187652728301986,4.680112493565927,6.135353277996321,4.278077014797482
127,1.7174126381645696,4.252917230523308,5.3249427559106595,3.765090874866179
128,2.193687488107784,3.4557485714103082,4.27882104267503,3.309419034064374
129,2.140014974003988,2.9336650888938385,4.10858645066747,3.0607555045217656
130,1.75658738454413,3.543620804409732,4.94545813434471,3.4152221077661906
131,1.899356296322686,3.649462062453324,4.882784470712212,3.477200943162741
132,1.691723744484549,2.2327903171708305,3.2793448504650877,2.401286304040156
133,1.3563069467572724,3.52407839929824,4.329331812894965,3.06990571965016
134,2.023320701077358,3.619846289369142,5.328718282438682,3.657295090961727
135,1.2868768551886143,2.791657129831819,2.9143583386153145,2.3309641078785828
138,3.0312112352944864,3.604748395283707,5.179907601734437,3.938622410770877
139,1.4611759295047266,2.257266484666773,2.0373536121525495,1.9185986754413495
149,2.047668262376568,5.964002641872751,7.250406243331945,5.087359049193755
150,2.4433774394950767,2.298844412306595,3.1535008279242684,2.631907559908647
151,2.311333125809642,4.819703123200793,6.495708083227747,4.542248110746061
152,0.6403045679211862,4.104288109645884,3.939005644394067,2.8945327739870454
154,1.4243516733909407,3.0474674062624576,3.7330095628760147,2.7349428808431377
155,2.169730879999351,4.090733474097298,5.218360873401344,3.826275075832664
157,6.976884898353151,7.761166241251452,10.681210984204226,8.473087374602942
158,1.3157877529065736,2.3012979387631205,3.1382426347685635,2.2517761088127526
159,1.4200150639015423,2.8759934000741296,4.080279538799364,2.792096000925012
160,0.21576073421576222,0.21527067817567147,0.3577495923397873,0.26292700157707366
161,0.448458843842965,0.7513206700662379,1.0166232939746023,0.7388009359612684
162,1.289993982674808,1.8491700447387813,3.3541785982719476,2.164447541895179
163,1.218927587379488,3.473115323819768,4.032357345886872,2.9081334190287094
164,1.7125878687349492,4.574466054891899,6.170785621233867,4.1526131816202385
165,3.2072925150195304,3.8179679743099664,5.26180564612334,4.095688711817612
166,1.453537460445714,3.018910304084875,3.0724512800566317,2.51496634819574
167,1.1481415224210663,3.9457566756760407,3.7893879594966386,2.961095385864582
168,0.9617151507015356,3.1527032095765253,2.844915779063646,2.3197780464472353
170,0.7421352580659103,2.264161440563197,2.779425551742176,1.9285740834570946
171,1.8307063619412067,4.030166722008042,4.675592676083531,3.5121552533442597
172,3.452434709581719,4.703704619292958,7.099847732294714,5.085329020389797
173,1.5167968648515016,3.318344359798266,4.091755132527121,2.9756321190589627
174,1.5343114788319066,4.919923719587724,5.85182456467758,4.1020199210324035
175,2.2618840080078035,2.143400938079467,3.5153221824984184,2.6402023761952296
176,1.8437920642844907,1.6324854367933208,2.709243325549989,2.0618402755426004
177,1.3617885202428137,1.4866190046103374,2.478276496544318,1.775561340465823
178,1.2386323938567132,3.0180758214309376,3.554689523904781,2.603799246397477
179,1.3105850861024826,2.4092837060979653,3.3814650495896204,2.3671112805966894
180,1.2639163136393985,3.140987713492778,4.2188844295158585,2.874596152216012
181,1.454666618921227,3.409090000334772,4.535365119024737,3.1330405794269125
182,1.8154406157734684,4.037936091806675,4.87981810945509,3.577731605678411
183,1.4135886361447247,3.189613465814925,3.759239888801089,2.7874806635869125
184,2.802117808121577,4.040105396753391,5.573020464901157,4.138414556592042
185,0.7605156786357474,0.8204152888647066,1.328005231290901,0.9696453995971183
187,0.7829337474769776,1.401490341552018,1.5807054402464635,1.255043176425153
188,0.7384800218818589,3.159413507064192,3.8371459714643574,2.578346500136803
190,1.707064602098572,1.8935645776136674,2.6189967761052335,2.0732086519391575
191,1.689928943259184,3.8152737066115576,5.4187685709104585,3.6413237402604004
192,0.8879024583224199,1.3256146587339817,3.118487622313632,1.7773349131233445
193,0.8114929004194089,1.4945460978175282,1.8774329046149252,1.3944906342839543
194,1.7071697613732773,3.2222326357165136,4.223360131557499,3.05092084288243
195,2.4909274859318615,5.591444679794663,7.373373416314678,5.151915194013735
196,0.6646384110756242,4.319621168854639,4.676716451374966,3.2203253437684096
199,1.5970008276428747,5.810454393816813,6.584563382547057,4.664006201335582
200,1.670050376313064,2.2166605248954596,2.8318778977382424,2.239529599648922
202,1.0005066489356356,1.4247701034045173,1.8697950641620842,1.431690605500746
203,1.786671614055581,2.2022143720193146,3.698142599716848,2.5623428619305813
204,0.6823202590832327,3.784050260670224,3.5769308641731627,2.681100461308873
206,2.7918678545382627,2.355573938607584,3.777269184804549,2.9749036593167983
207,1.7701835303599194,1.885322907865136,2.711604684047836,2.122370374090964
208,485.6870473547753,416.4374973362631,596.7738330053844,499.6327925654743
209,1.1392785028510655,5.27684091574895,5.622449515370863,4.012856311323627
210,2.184479377595305,3.1737610817027773,4.439896205918794,3.266045555072292
211,1.2937955945657302,2.302814718247017,3.3622351448244547,2.319615152545734
212,3.844093911546372,4.849412727006034,7.266436976317263,5.319981204956556
213,1.58287467770989,3.4170305216565717,4.114045221813302,3.037983473726588
214,1.657012725702815,3.4622540269701583,4.322407110688077,3.14722462112035
218,2.125099978482036e-06,2.214527054688542e-06,2.277491282109655e-06,2.2057061050934107e-06
219,0.1504930244384661,0.16801981603184393,0.27655803531250195,0.1983569585942707
220,2.370893895896077,3.1156520166671764,4.406554242410485,3.2977000516579125
221,1.8101460785390837,2.7967168002993907,3.99275286991834,2.8665385829189383
222,0.9800323075879744,4.382728759221937,4.672038459276261,3.344933175362057
224,0.7471721556564269,0.7182288393432683,1.1877357986923869,0.8843789312306941
225,0.18832995203848615,0.446415153018142,0.8061781283635441,0.48030774447339075
226,0.0007322135581566866,0.001110140967002547,0.0014216825849167401,0.0010880123700253246
227,1.694317611346306,1.5731375069598377,2.587093173493121,1.9515160972664216
228,1.5241696809191465,2.263002968151255,2.5732213786680243,2.120131342579475
229,0.7878399812077348,4.127920042840081,3.904180493215904,2.93998017242124
230,1.1339241937421727,1.903476223031124,2.3394906927227614,1.792297036498686
231,0.49496438923889147,0.5239495241363842,0.8506144975156621,0.6231761369636458
232,2.8325032519553875e-06,3.849694760164765e-06,4.690965127397565e-06,3.791054379839239e-06
233,1.6661609293902404,1.6653331226164518,2.7678919449148545,2.0331286656405156
234,1.2670123818136285,2.866730031015049,3.7172376009183403,2.6169933379156727
235,1.0952093482025984,1.9707601223899525,2.577885576180485,1.881285015591012
236,1.301078235604109,4.031378604767235,4.698841898723204,3.3437662463648494
237,0.8661821455776207,1.2081905348591748,1.6089116910006505,1.2277614571458153
238,1.3821160368081147,2.1274316273296154,2.7767040315203673,2.0954172318860325
239,2.618314481637372e-06,3.6794731949294523e-06,4.44479515914231e-06,3.5808609452363785e-06
240,0.2576623871850396,0.5096768458976065,0.8225873913684241,0.5299755414836901
241,0.8381032218493896,1.9936301529711795,2.53379185346713,1.7885084094292332
242,2.7841905602900968e-05,3.5508129222673726e-05,3.7735554429252715e-05,3.3695196418275804e-05
243,1.181102231494987,1.1366247328598784,1.8716431946138272,1.396456719656231
244,0.8199093477413918,0.8408006010999427,1.2926360761761315,0.984448675005822
245,0.8806429627094421,4.445800143362543,3.827686246518612,3.0513764508635326
246,2.3230872967113103,2.7729157980178627,4.038951471829243,3.044984855519472
247,0.939257229727856,3.2185180610076327,2.8510394186654433,2.3362715698003105
248,0.040685693038300066,0.03815011871073225,0.05193064426911788,0.043588818672716724
249,2.4007994400569483,4.201918878004808,5.458679350209978,4.020465889423911
250,2.0889562670132857,5.2076619337866905,6.561381503032218,4.619333234610731
251,1.323342206780849,1.7052267341570855,2.095835323787644,1.7081347549085262
252,1.6335007679845606,1.665424227434557,2.500729171731406,1.933218055716841
253,2.097982977519261,2.406623251218769,3.630655622138556,2.7117539502921955
254,0.988955932779002,3.7146364542018446,3.70378961298413,2.8024606666549925
255,1.7118397074375498,3.851343724745351,5.371210237121711,3.644797889768204
256,2.1385614459474116,1.7868633703528634,3.0775903820947135,2.3343383994649964
257,0.08195049661201873,0.06951129891537537,0.08523733473806086,0.07889971008848498
258,1.8622110772082159,4.628840189651096,4.727340992784505,3.739464086547939
259,1.5100705041788058,2.943373447766243,3.884827382473631,2.77942377813956
260,9.395340826774514e-07,1.0223946915335694e-06,1.101551967597221e-06,1.0211602472694138e-06
262,1.439737668779735,2.950710078393082,4.316765443620299,2.9024043969310385
263,2.1244440618959954,4.892087595359656,6.10351251217502,4.37334805647689
264,1.6922794321037642,5.36082089289001,5.420807251635159,4.157969192209644
268,2.7726586778652633,2.431952173904861,3.9531495257470546,3.052586792505726
269,1.0874275137118177,5.057923945417825,5.419077875317937,3.854809778149193
270,1.701990126268074,1.5606553845287758,2.6186824326086136,1.9604426478018213
271,2.0596889673424688,3.3167047286625757,4.502976911959998,3.293123535988347
272,1.8258857112749025,3.917899616140086,5.191119554149562,3.64496829385485
273,2.0546684974049323,4.766917381698197,6.011813326491429,4.277799735198186
274,0.8309383518912459,2.8833191566843746,2.8470256184160445,2.187094375663888
275,1.6230865844845428,1.5798514806418715,2.496044270251504,1.899660778459306
276,2.8296149943814273,5.779753748594573,7.16645833202803,5.258609025001344
277,1.6577555385201403,3.6457906725855636,3.863746222047223,3.055764144384309
278,2.156905925663657,4.283375896625989,5.684699237565546,4.041660353285064
283,1.1029602796759845,2.794840179105345,3.607475571020381,2.5017586766005704
284,1.5961110792722637,4.406196887983396,5.16782705545374,3.723378340903133
285,0.4900231721880208,2.9644550198630055,2.8407307229996803,2.098402971683569
286,2.095762091395883,5.012389344472412,5.96949487373782,4.359215436535372
287,0.7221941514687635,4.857129112471909,4.479177036928807,3.3528334336231596
288,0.27314810439192894,0.25565018438668763,0.37215880426144415,0.3003190310133536
289,1.1574804640614111,3.781680251982401,3.4376919800336467,2.7922842320258194
290,2.5193189880081768,6.863400707208174,8.334064508865604,5.9055947346939845
291,1.6740160574249878,3.0683314592608655,2.787922099162003,2.5100898719492855
292,2.542051653587842,5.461112849234554,7.108713292112408,5.037292598311601
293,1.2644746459630751,2.8259228362115136,2.684955857321873,2.258451113165487
294,3.281450656307874,3.2106004233878607,5.07572626840124,3.8559257826989914
295,2.0121770727448736,1.9059825796295708,2.7665325212297813,2.228230724534742
296,0.21124136351227793,0.4561638681908315,0.7564535386785851,0.4746195901272315
297,0.542292951661025,1.0326827274535886,1.6816089796907074,1.0855282196017737
298,1.7576764225818746,2.933185604533096,4.366740109082707,3.0192007120658926
299,1.4014355987902865,2.4765102898929388,2.430762924130577,2.102902937604601
300,1.5119661792703463,3.908220634715029,3.9628402462850225,3.127675686756799
301,0.5498262457909888,0.5187496073446712,0.7568652069712629,0.6084803533689743
302,1.2471528030360015,4.055250941195373,3.9312253589500172,3.077876367727131
303,1.5335174148667947,1.5100187981157456,1.950796493214011,1.664777568732184
304,1.0628482968254176,4.754727318463077,5.083477225095149,3.633684280127881
305,2.3682814530661074,2.737819686043065,3.993128482663355,3.0330765405908426
306,1.068881992405649,3.6477388920424807,3.71550511553462,2.8107086666609167
315,2.004704995777975,3.961997524622963,4.89838818754362,3.621696902648186
316,1.0553085171842238,5.045056984922592,5.3770164650403585,3.825793989049058
317,1.2663645330326379,2.97545491524795,3.334418145965916,2.525412531415501
318,1.544080172520405,2.424789243741335,2.887470525922666,2.285446647394802
321,2.798521107063821,5.796392204587818,7.944681539276064,5.513198283642567
323,252632.77643252807,197600.8528352159,238397.9097869608,229543.84635156827
324,2.5721226513535727,2.3487942755791162,3.7258162769762997,2.882244401302996
328,1.242949675459051,3.2948261919542747,3.9662181207379623,2.834664662717096
329,1.5802826550688502,2.817695356149061,3.783842159725445,2.7272733903144517
330,2.2112252124104885,2.925358542171523,4.375245057567698,3.1706096040499028
331,1.478456446497759,2.76915306394243,3.9638365089505245,2.7371486731302377
332,2.665314924010681,5.424879745922529,7.524176451186108,5.204790373706439
344,1.2470485022342157e-06,1.7178141616197006e-06,2.167648847333601e-06,1.7108371703958392e-06
345,2.278685435750118,5.1395591461435215,6.936404439578885,4.784883007157508
346,1.4953806693018716,2.649730068160091,3.8132354840976617,2.652782073853208
347,2.019556939339969,3.971727123883581,4.931824503732516,3.6410361889853555
348,2.65639970969187,5.682251695739267,7.126860558922838,5.1551706547846585
349,4.810440264258136,6.6379630745866205,9.870534983981461,7.1063127742754055
350,1.2815967050375972,2.8868569807041586,2.447445965303147,2.205299883681634
351,1.8209484782211576,3.4431855000786804,4.171186763988684,3.1451069140961736
352,1.8236413604855772,6.510770063781052,7.487457881157006,5.273956435141212
353,1.9675749391419648,3.6297319789376057,4.144817975686157,3.2473749645885754
354,2.695837363211909,6.279371677958688,7.198592121229299,5.391267054133299
355,0.18633096392063928,0.41509807598369064,0.7492387034491683,0.4502225811178328
356,0.8513718280509434,0.8157299173408127,1.3248619462175117,0.9973212305364226
357,2.2476472157497476e-05,3.250187756455291e-05,4.1131332574515205e-05,3.2036560765521864e-05
358,8.537067573227051e-06,9.564526754825233e-06,9.972041541157347e-06,9.357878623069876e-06
359,2.7209901223753357,3.067085386095468,3.6806384997823307,3.1562380027510453
360,1.370974071300681,2.648770309340269,3.433297737080596,2.4843473725738487
361,1.7710786228430955,2.698087680966031,3.9544056544837405,2.807857319430956
362,0.9177117231492822,1.9295374139112156,1.9379029785289883,1.5950507051964955
363,1.5455595724574938,4.17662925689856,5.548800405716282,3.7569964116907784
364,1.061216693094512,3.1731073116835873,3.2759485967555846,2.503424200511228
365,1.0049529583943888,3.378859993868698,3.046854609649162,2.476889187304083
366,0.8325836271838154,1.5155883355656776,2.0617863207861085,1.4699860945118672
367,1.2445250359495794,3.3778094083493997,3.5086916221599393,2.710342022152973
368,1.5462298251322477,1.5119186194236611,2.4295428638431935,1.8292304361330338
369,1.6290979674043153,2.8503062913652206,4.175624862831535,2.885009707200357
370,1.0488604698657504,4.279723217804808,3.539200161982285,2.955927949884281
371,2.409542520195666,2.637420879829177,3.6741449375812487,2.907036112535364
372,2.1610274941359573,4.260582657486706,5.569108380950886,3.9969061775245165
373,1.3533552830945008,1.570518674009951,2.374060265800872,1.7659780743017748
374,0.026484976805465382,0.022158199732287127,0.03150992540137833,0.026717700646376946
375,1.2295211104931598,3.325316879103293,4.05115521491628,2.868664401504244
376,1.257322483557736,2.8057878146671946,2.8009713514406056,2.2880272165551787
377,0.6122146601082488,3.8587377361584787,3.8761107517032727,2.782354382656667
378,0.6032915264415307,4.951145299525223,4.781555643051812,3.4453308230061883
379,1.7879626699373712,5.06451229389018,5.959602912207499,4.270692625345017
380,0.9316840158993223,0.9101022958550063,1.3717414941109267,1.0711759352884185
381,1.9018480786247267,3.3581287360909355,3.7355911801003017,2.9985226649386547
382,1.0837981870247877,2.462135209919935,2.9813041243878113,2.175745840444178
383,1.5724933437130755,3.318773315632486,4.552228539419142,3.1478317329215675
384,2.3376846725548326,3.901638438854814,5.77506521793832,4.004796109782656
385,1.22284782780587,4.693723612660536,5.371850246608213,3.762807229024873
386,2.2704256320878136,3.006234622381811,4.560101057166486,3.2789204372120366
388,1.7083329089502173,2.641075990109389,3.66243869701479,2.670615865358132
389,0.9395485419228413,4.645869421694501,4.139013417247311,3.241477126954884
390,0.5003450543348471,4.802753766865505,4.775854730513328,3.3596511839045604
391,1.021813983351606,3.8115613535563804,3.2391226399599224,2.6908326589559692
392,0.9941503856008287,3.0375273315897053,3.0105518251320986,2.3474098474408773
393,1.6282173205251258,5.553089517569651,6.802820095334399,4.661375644476392
394,1.2872691515210763,3.1483134004248763,3.204404492213476,2.5466623480531427
395,1.3227008412808843,3.9086996163342,4.577725114137392,3.269708523917492
396,1.1569020239730086,3.026032609842681,2.657908838808714,2.280281157541468
397,0.49541944824061257,0.9349669300840538,1.3185144697718816,0.9163002826988493
398,1.8735210390834516,3.5267062061522076,4.639555646237559,3.34659429715774
399,0.36088512349916313,0.3857164738268193,0.6245922713727732,0.45706462289958516
400,1.5000473687800457,1.5000600752589912,2.500060881776844,1.8333894419386272
401,2.058021889947812,6.2265575896159175,7.5954369454356225,5.293338808333117
402,0.8160661494995576,5.320207196247301,4.806973002528362,3.647748782758407
403,0.755591022328261,5.6240209396714045,5.174237609343123,3.851283190447596
405,2.526606675453794,3.501257762485217,4.855210552957655,3.627691663632222
406,1.3942001563989364,3.4723859455140804,3.8927109872408145,2.9197656963846104
407,1.213034144756636,2.8350929111878225,2.7047071614586695,2.250944739134376
408,2.739710175032718,4.103275943139987,5.829653737570522,4.2242132852477425
410,0.7644201452705124,3.9673556538740025,4.019622575393571,2.9171327915126954
411,1.576024956091113,2.674080065207898,2.714189171197706,2.321431397498906
412,1.3949522591671608,4.338701582828188,4.832617211159824,3.5220903510517245
413,1.5204033076652874,5.795265770136408,6.329659733500093,4.548442937100596
414,0.6665514957095754,3.642437709114373,4.173254313717854,2.827414506180601
415,1.5161441290609567,3.7447115046677153,4.3499577085241485,3.2036044474176073
416,1.101056566950878,2.981942719006651,3.2624292127663432,2.448476166241291
417,1.0694227898392887,3.253711227713295,3.651934909687482,2.658356309080022
418,1.3505013488544446,2.3891665195597778,2.1156083292855885,1.9517587325666035
419,1.4420484547812105,4.1724319505520695,5.003197302937976,3.539225902757085
420,1.3694896688703018,2.951298734140812,4.072128237505313,2.7976388801721424
421,1.4332518562587195,3.5821190440634587,4.505082998256972,3.173484632859717
422,1.55465027465887,2.4567728494983623,3.095020593875314,2.3688145726775156
423,2.1577195051112255,4.412281352440434,6.241600458224396,4.2705337719253516
424,2.0029142386031973,5.576218403818378,6.7471147610364355,4.77541580115267
425,1.2493053290859097,2.189807386478922,2.833115437552513,2.0907427177057816
426,1.046851914888931,3.510003636349878,4.100562248816246,2.885805933351685
427,1.02262124647943,1.384988972849714,1.8080865868944536,1.405232268741199
428,1.2200340812613544,3.787250762483184,4.59761197568397,3.201632273142836
429,1.2484879981635912,3.1182994808214866,3.37737657999629,2.581388019660456
430,0.7814001564455304,4.78955021181304,4.720292441654941,3.43041426997117
431,2.1511584748148103,2.652522139901959,3.3673279103730893,2.7236695083632867
432,1.21649134198058,2.4381178878480196,2.95812036415809,2.204243197995563
433,0.7111111372846088,4.540055608466652,4.774211014464298,3.3417925867385194
434,1.2220883082396585,3.078908358476401,3.436432189404193,2.5791429520400846
435,2.0033649040086288,3.305580627174977,4.818995361946881,3.375980297710162
436,0.9789587855065578,2.630131462110554,3.3388527284060117,2.3159809920077077
438,1.4674399644485956,5.04880000647561,4.862665173079041,3.7929683813344153
439,0.9271501792023664,4.101934349571886,3.6580902296456608,2.895724919473304
440,0.6388906569889072,3.1991782034435645,3.105983809080575,2.3146842231710156
441,1.6911890414594595,4.586934975090935,5.61283126191594,3.9636517594887786
442,0.3820529051391614,3.0420769168269035,3.0504378055752617,2.158189209180442
443,1.3136967995589452,1.4220356733549882,2.1489303850575987,1.6282209526571776
444,0.6419647112687253,3.5656118632815,3.6613517786519187,2.6229761177340483
445,0.5905109997142575,3.974178565462767,4.063990616506151,2.8762267272277255
446,1.5098107939648469,2.8849477662197995,3.753148093134319,2.7159688844396555
447,2.8893941539464256,3.612653718549429,5.49930471252001,4.000450861671955
448,0.5621402742405973,2.827843291786396,2.6415969277653,2.0105268312640976
449,1.3307585729261735,1.6175648180555098,1.7619828724872728,1.5701020878229854
450,0.7598919545661345,2.959432247471259,3.0780654096197066,2.265796537219033
451,1.1161685071128438,5.705685016940807,6.134963254125459,4.318938926059704
452,2.0658412277951927,2.06548889809337,2.7688238775318115,2.300051334473458
453,1.0530671494621804,1.2061091089050362,1.8303778323374145,1.3631846969015438
454,1.6535020309429633,5.030187971907826,5.915354702012258,4.199681568287683
455,1.3201734983510607,4.791398681609792,4.939949814572649,3.683840664844501
456,0.8756878504671232,2.8973367341195253,2.941427120942937,2.238150568509862
457,1.856071650701344,2.7723171369271182,3.893206357785382,2.840531715137948
458,1.0958295042477093,4.286436698917701,4.945495062045811,3.442587088403741
459,1.0285911450861953,2.9061107337744057,2.6085351479759953,2.1810790089455323
461,1.304246343135135,2.9021624774715384,3.434827390616853,2.547078737074509
462,0.9297216841899258,4.793309966053696,5.052179414467169,3.591737021570264
463,1.4205017054355087,1.3039775398367548,2.157544384819621,1.6273412100306281
464,2.561534989988562e-06,3.879424954847542e-06,4.971541068791838e-06,3.8041670045426475e-06
465,1.2037430312545656,4.171794764763499,4.427412192244069,3.267649996087378
467,0.00018678821075393008,0.00028333292049058443,0.0003619935950202836,0.00027737157542159936
468,1.1573608171349838e-06,1.4120691576628702e-06,0.0009054146159904911,0.00030266134865509635
469,0.8790970487095805,5.00621977606289,5.120841305959053,3.668719376910508
471,1.5154958099671345,1.861964966335351,1.916803607960653,1.7647547947543796
472,0.5737677091848226,2.494071287534288,2.2075607769377195,1.7584665912189432
